1124,725,24.0416,35,
1328,786,42.1545,66,
1020,694,17.4642,56,
1189,791,33.1361,73,
1296,832,27.0185,33,
1257,773,39.0128,67,
1114,725,28.3019,44,
1359,865,35.1283,55,
1512,910,52.6973,86,
1327,860,26.5707,75,
1007,638,49.93,80,
1353,797,43.0465,62,
1127,756,43.0465,46,
1238,768,20.2237,102,
1317,853,25,28,
1283,792,14.0357,72,
1248,845,19.6977,27,
1203,812,40.6079,154,
1306,780,28.2843,57,
1354,842,8.94427,13,
1329,796,46.3249,65,
1309,832,17,70,
1355,831,26.9258,94,
1346,821,18.1108,25,
1348,789,7.07107,11,
1243,823,17.1172,20,
1089,743,15.6205,47,
1470,862,23.1948,123,
1146,738,7,8,
1147,715,30.2324,57,
1307,790,59.0339,106,
1424,830,7.07107,47,
1374,810,11.3137,39,
1238,818,34.2053,57,
1417,884,24.1661,125,
1324,827,24.0416,51,
1079,739,3.16228,5,
1345,818,56.6392,87,
1364,869,24.5153,60,
1230,774,16.4012,24,
1121,729,29.4109,104,
1160,740,16.6433,26,
1144,713,11.7047,16,
1357,829,41.3038,87,
1088,632,3,4,
1497,878,27.5862,142,
1389,813,47.7074,85,
1278,815,29.1548,97,
1352,815,26.0192,106,
1294,761,37.0135,39,
1375,858,30.3645,101,
974,693,7.2111,11,
1182,765,12.6491,47,
1360,867,27.8029,98,
1473,884,36.6197,68,
1428,817,11,80,
1335,816,22.2036,26,
1223,772,33.0606,112,
1060,691,21.0238,39,
1457,844,29.0172,59,
1369,837,28.3019,80,
1128,692,36.8782,45,
1352,840,26.9258,58,
1184,779,18.4391,23,
1229,797,37.1214,91,
1395,864,42.4264,121,
1115,726,9.05539,93,
1310,811,36.0555,69,
1344,792,32.5576,47,
1308,815,24.5153,36,
1296,815,14.0357,32,
1315,817,31.6228,85,
961,677,21.6333,35,
1317,795,45.1774,120,
1255,853,23.2594,52,
1312,823,32.249,79,
1114,749,27.4591,33,
1281,835,15,18,
1323,838,2.23607,4,
1197,757,10.4403,14,
1227,811,27.5862,68,
1372,889,20.3961,25,
1303,802,28.4253,57,
1267,788,14.1421,17,
1140,780,44,157,
1413,890,31.7805,85,
1126,744,24.7386,39,
1199,755,28.4605,107,
1363,840,21,114,
1087,727,39.4462,95,
1015,693,18.4391,59,
1282,777,25.2389,106,
1293,769,13,18,
1317,800,24.0416,127,
1351,809,31.241,45,
1212,735,14.7648,91,
1373,825,28.2312,116,
1241,854,14.8661,70,
1222,778,12.6491,45,
1432,904,29.1548,41,
