10000,10001,34.4093,2621,0.0136152,
10000,10001,40.3113,3336,0.0275549,
10000,10001,60.0333,1199,0.0106684,
10000,10001,41.4005,659,0.011483,
10000,10001,28.2843,1173,0.0110302,
10000,10001,45.607,515,0.0118037,
10000,10001,54.4059,3315,0.0111232,
10000,10001,34,1451,0.0141313,
10000,10001,58.6003,675,0.0117425,
10000,10001,52.2015,2476,0.0111899,
10000,10001,13.6015,2804,0.0211166,
10000,10001,72.8629,1658,0.012128,
10000,10001,49.0306,3343,0.0127345,
10000,10001,80.5233,2279,0.0120282,
10000,10001,82.801,1191,0.0119884,
10000,10001,56.1427,3869,0.0127726,
10000,10001,25.0799,546,0.0123439,
10000,10001,66.7083,3257,0.0117853,
10000,10001,5,776,0.0113921,
10000,10001,15.5563,481,0.0115017,
10000,10001,86.8332,1851,0.0109775,
10000,10001,91.2853,2516,0.0114565,
10000,10001,37.5899,4002,0.0117166,
10000,10001,91.1811,3817,0.0113999,
10000,10001,71.5891,1592,0.0116365,
10000,10001,56.6127,3786,0.0280421,
10000,10001,85.44,2751,0.0128171,
10000,10001,73.4098,3968,0.0116441,
10000,10001,32.7567,3620,0.0123527,
10000,10001,27.4591,2651,0.0128312,
10000,10001,44.3847,2833,0.0114771,
10000,10001,27.074,2530,0.0121704,
10000,10001,30.5287,2905,0.0121111,
10000,10001,44.7772,3818,0.011746,
10000,10001,37.6431,886,0.0110635,
10000,10001,47.1275,3454,0.0121357,
10000,10001,27.8927,3119,0.0110382,
10000,10001,3.60555,150,0.0112858,
10000,10001,84.6286,2637,0.0114887,
10000,10001,12.7279,2287,0.0122581,
10000,10001,45.6946,2199,0.0120296,
10000,10001,48.0521,1458,0.01178,
10000,10001,75.6042,2713,0.0122658,
10000,10001,21.8403,2792,0.0207692,
10000,10001,52.2398,2554,0.0123273,
10000,10001,20.0998,579,0.0126021,
10000,10001,13,98,0.0122649,
10000,10001,45.2769,2825,0.0128608,
10000,10001,53,1650,0.0119801,
10000,10001,70.1783,3872,0.0117545,
10000,10001,87.6641,1776,0.0118712,
10000,10001,56.5155,2997,0.0123005,
10000,10001,72.0902,1166,0.0122195,
10000,10001,33.2415,3352,0.0122898,
10000,10001,6.40312,1002,0.0123676,
10000,10001,50.6952,1041,0.0131289,
10000,10001,11.0454,2835,0.0122638,
10000,10001,55.9017,2954,0.0135157,
10000,10001,70.5762,3554,0.0124557,
10000,10001,36.6879,1549,0.0126554,
10000,10001,30.5941,1451,0.0133983,
10000,10001,51.0098,2903,0.0126601,
10000,10001,66.0984,2440,0.0119917,
10000,10001,62.1691,524,0.0126801,
10000,10001,61.9839,1947,0.0124394,
10000,10001,97.4936,2702,0.011974,
10000,10001,43.566,603,0.0105237,
10000,10001,98.3514,1876,0.0110974,
10000,10001,22.6274,497,0.0122509,
10000,10001,61.2944,2456,0.0123814,
10000,10001,70.6045,3750,0.014154,
10000,10001,22.0227,720,0.012101,
10000,10001,99.0353,2441,0.0135035,
10000,10001,59.0762,2377,0.012157,
10000,10001,28.0179,88,0.0150845,
10000,10001,54.6443,1509,0.0124044,
10000,10001,63.9531,1603,0.0127004,
10000,10001,49.0918,2611,0.0124059,
10000,10001,26.9258,2244,0.0121774,
10000,10001,25.02,213,0.0140682,
10000,10001,102.942,1344,0.0120862,
10000,10001,89.8721,1554,0.0121955,
10000,10001,59.0339,3382,0.0120387,
10000,10001,17,1468,0.0124904,
10000,10001,85.0941,2136,0.0126668,
10000,10001,76.844,2090,0.0128794,
10000,10001,66.2873,651,0.0120383,
10000,10001,72.4983,2401,0.0119705,
10000,10001,49.0408,3536,0.0121274,
10000,10001,64.5368,3830,0.012814,
10000,10001,28.7924,984,0.0123513,
10000,10001,89.56,1234,0.0117533,
10000,10001,39,2130,0.0120545,
10000,10001,18.0278,456,0.0124941,
10000,10001,31.8904,716,0.0118802,
10000,10001,63.5138,3231,0.0117344,
10000,10001,51.9711,1642,0.0126016,
10000,10001,46.3249,505,0.0119306,
10000,10001,63.6318,2064,0.0125948,
10000,10001,46.0977,2734,0.0120296,
