1172,512,22.8035,33,
81,36,0,1,
797,301,15,16,
547,219,13.0384,49,
1572,697,12.0416,18,
1390,572,23.3452,34,
760,343,18.0278,42,
72,34,0,1,
56,30,0,1,
442,169,8,9,
1330,548,18.9737,43,
1095,455,18,19,
1287,512,8.06226,40,
64,32,0,1,
1166,496,20.2237,98,
910,411,23.6008,82,
501,206,15,16,
1484,646,23.4307,66,
685,291,9,10,
1181,445,17.8885,25,
1430,615,8,43,
1478,669,24.0832,51,
1121,478,9,10,
1345,557,8,9,
1261,490,18.7883,60,
1441,628,9.05539,61,
81,36,0,1,
1221,535,17.8885,25,
1070,454,23.3452,34,
1444,560,20.1246,142,
1422,586,25.4558,37,
1148,483,24.0416,35,
811,380,9,10,
1362,547,24.7588,66,
1440,621,22.0227,50,
1211,557,8.24621,43,
1284,526,19.7231,140,
1489,593,19.3132,26,
72,34,0,1,
1421,599,24.7588,68,
121,54,7,8,
1247,484,18.7883,26,
1455,582,24.0832,35,
184,76,14,15,
1517,664,19.3132,44,
1071,402,17.2627,51,
1047,414,18.7883,26,
1158,460,9,10,
1064,472,19.6977,27,
72,34,0,1,
135,56,7,8,
1110,488,18.7883,56,
1550,646,9,78,
1358,576,23.3452,34,
792,339,12.0416,18,
81,36,0,1,
876,381,9,10,
845,347,26.4008,66,
1376,611,24.7588,36,
1097,456,16,17,
1450,598,18.3576,26,
959,418,18.3576,26,
266,114,14,15,
72,34,0,1,
560,210,9.05539,25,
1423,624,22.0227,40,
135,56,7,8,
862,328,7,8,
1241,495,22.8035,63,
1283,570,19.6469,127,
1392,563,23.4307,34,
184,76,15,16,
1432,614,9,10,
1266,528,23.3452,100,
1398,587,18.7883,44,
1269,563,22.0227,50,
940,416,16,17,
81,36,0,1,
72,34,0,1,
1506,606,18,35,
153,60,8,9,
1472,621,19.6977,45,
1316,513,19.2354,27,
1345,526,18.0278,58,
1260,553,25.4558,55,
1257,523,18.7883,26,
1300,593,25.4558,55,
1052,422,23.3452,34,
1425,623,24.7588,36,
1365,589,12.8062,149,
72,34,0,1,
1161,471,8,9,
81,36,0,1,
1119,529,12.0416,18,
1251,543,19.2354,27,
72,34,0,1,
1007,385,24.0416,35,
1434,576,26.1725,84,
81,36,0,1,
1016,438,18.3576,60,
